worker_id,age,gender,city_tier,gig_platform,months_active,monthly_income,income_consistency_score,upi_transaction_count,average_transaction_value,monthly_inflow,monthly_outflow,savings_ratio,utility_bill_payment_rate,mobile_recharge_frequency,customer_rating,task_completion_rate,active_days_per_month,working_hours_per_week,account_balance_trend,previous_microloan_taken,previous_microloan_repaid,financial_stability_score,credit_risk_category
GW01320,26,Male,Tier1,Swiggy,54,40143,71,37,356,41089,30737,24.3,94,3,4.9,83,30,43,Increasing,No,No,76.5,Low
GW01321,33,Male,Tier1,Freelancer,28,57255,69,63,429,57314,43203,27.7,95,3,4,79,16,63,Stable,No,No,68.3,Low
GW01322,34,Male,Tier2,Zomato,43,31000,90,63,173,35268,23845,31.7,100,1,4.3,90,15,32,Increasing,Yes,Yes,95.1,Low
GW01323,27,Male,Tier3,Uber,15,15361,42,34,194,17365,18171,0,53,1,3.2,43,21,15,Decreasing,No,No,13.3,High
GW01324,26,Female,Tier3,Swiggy,31,23846,86,62,144,24520,18079,28.3,94,1,4.1,83,25,41,Stable,No,No,69.7,Low
GW01325,27,Male,Tier1,Ola,8,35925,50,32,553,40168,36119,7.6,55,4,3.7,42,9,43,Decreasing,Yes,Yes,35.5,High
GW01326,28,Male,Tier3,Uber,44,25968,68,27,632,29759,21967,25,81,2,4.3,100,25,49,Increasing,Yes,Yes,82.2,Low
GW01327,22,Male,Tier2,Freelancer,24,35946,71,15,1099,37592,26620,26.6,81,2,4.6,85,27,42,Stable,Yes,Yes,71.2,Low
GW01328,32,Female,Tier1,Uber,18,32849,47,22,987,36141,34200,2,89,1,3.2,71,21,42,Decreasing,Yes,Yes,36.4,Medium
GW01329,25,Male,Tier2,Zomato,15,19766,54,45,267,20374,18703,8.7,90,3,3.6,59,28,41,Stable,Yes,Yes,54.7,Medium
GW01330,50,Male,Tier2,Zomato,34,32607,76,56,348,35479,23832,31.3,87,2,3.2,81,22,57,Decreasing,Yes,Yes,68.1,Low
GW01331,43,Male,Tier1,Urban Company,31,43226,54,13,2036,45349,44103,6.9,50,1,3.7,79,14,30,Stable,No,No,43.9,Medium
GW01332,35,Male,Tier3,Swiggy,12,20455,63,38,314,22344,19442,11.8,66,3,4.1,63,17,33,Stable,No,No,46.9,Medium
GW01333,29,Female,Tier2,Ola,37,31635,84,94,128,34804,27312,17.8,92,3,4.4,99,23,34,Stable,No,No,66.6,Low
GW01334,18,Female,Tier3,Urban Company,9,19884,36,9,1403,22025,21185,0,40,5,3.2,37,17,12,Decreasing,Yes,Yes,15.4,High
GW01335,18,Male,Tier3,Zomato,1,16503,40,15,495,18738,18139,1.9,35,1,2.8,80,19,18,Decreasing,Yes,No,12.2,High
GW01336,31,Male,Tier3,Ola,23,17451,58,45,158,17737,12982,27,73,3,2.6,50,28,50,Increasing,No,No,58.3,Low
GW01337,26,Male,Tier1,Swiggy,53,44468,87,88,319,46304,34847,21,81,1,4.4,87,20,45,Increasing,Yes,Yes,79.6,Low
GW01338,37,Male,Tier1,Swiggy,37,33020,67,53,340,33862,29937,10.2,73,3,4.6,78,12,41,Decreasing,No,No,44.4,Medium
GW01339,27,Male,Tier3,Swiggy,49,19493,92,67,116,20768,18033,15.2,94,3,4.4,99,29,31,Stable,Yes,Yes,70.1,Low
GW01340,36,Male,Tier1,Freelancer,29,57063,83,51,732,60754,43693,25.1,81,3,4,100,24,46,Increasing,Yes,Yes,81.6,Low
GW01341,39,Male,Tier1,Swiggy,31,43896,59,64,353,46101,25924,41.5,87,1,5,87,26,42,Increasing,Yes,Yes,95.7,Low
GW01342,36,Female,Tier1,Zomato,33,43380,73,81,165,49806,36174,26,100,3,4.2,83,27,48,Decreasing,No,No,61.7,Low
GW01343,18,Male,Tier3,Zomato,6,11091,43,14,404,12356,11460,3.4,41,5,3.6,66,17,38,Decreasing,Yes,No,10.6,High
GW01344,30,Male,Tier1,Zomato,10,33847,55,11,2098,34313,28516,15.9,75,1,4.2,76,18,15,Decreasing,Yes,Yes,52.2,Medium
GW01345,27,Male,Tier1,Freelancer,2,47567,31,47,369,50436,41081,20.3,79,3,3.8,75,15,43,Stable,Yes,Yes,56.9,Medium
GW01346,41,Male,Tier1,Uber,30,53051,51,68,327,59902,54255,13.6,100,2,4.7,93,20,40,Increasing,Yes,Yes,74.2,Low
GW01347,27,Female,Tier2,Urban Company,29,44433,84,53,328,45543,34429,20.8,91,3,4.5,88,21,62,Increasing,No,No,74.7,Low
GW01348,38,Male,Tier3,Freelancer,38,26676,83,45,230,28533,22401,22.1,87,3,4.2,92,22,43,Increasing,Yes,Yes,75.1,Low
GW01349,19,Male,Tier2,Freelancer,12,24022,17,49,162,26808,26071,0,51,5,4,67,6,26,Decreasing,Yes,No,11.8,High
GW01350,35,Male,Tier1,Swiggy,37,47189,76,37,620,47797,39920,16,82,3,4.2,84,29,42,Increasing,No,No,68.7,Low
GW01351,21,Male,Tier3,Swiggy,14,16202,51,3,3388,18188,16853,11.7,11,5,3.8,48,15,27,Decreasing,Yes,No,20.2,High
GW01352,26,Female,Tier2,Uber,18,26096,48,52,198,26529,24831,10.8,95,3,4,80,20,33,Decreasing,No,No,41.9,Medium
GW01353,41,Male,Tier2,Swiggy,29,30380,64,45,394,32491,26369,19.7,99,2,4.1,99,21,49,Stable,Yes,Yes,74.1,Low
GW01354,25,Female,Tier1,Uber,32,34751,47,39,471,39739,35607,7.3,84,2,3.3,77,10,48,Stable,Yes,Yes,50.8,Medium
GW01355,32,Female,Tier3,Zomato,57,24626,86,57,166,26506,20171,23.9,88,1,4.2,82,18,43,Increasing,No,No,72.8,Low
GW01356,25,Female,Tier2,Urban Company,1,30199,6,25,637,34280,34475,2.7,85,1,3.8,52,15,45,Decreasing,No,No,22.2,High
GW01357,18,Female,Tier3,Zomato,11,19020,33,37,261,21639,18898,13.3,75,1,2.7,62,11,44,Decreasing,Yes,Yes,41.4,Medium
GW01358,33,Male,Tier2,Zomato,38,33377,70,84,155,35526,33395,8,77,3,4.3,93,26,40,Increasing,Yes,Yes,72.1,Low
GW01359,30,Female,Tier2,Ola,45,32038,90,23,427,36527,32302,13.9,92,1,4,84,20,34,Decreasing,Yes,Yes,59.4,Low
GW01360,20,Male,Tier2,Zomato,7,27682,47,38,337,28054,22901,18,82,4,4.1,67,18,34,Decreasing,No,No,46.9,Medium
GW01361,28,Male,Tier1,Zomato,1,32382,25,10,1390,34064,32634,5.8,51,5,3.8,32,26,40,Decreasing,Yes,No,8.5,High
GW01362,35,Male,Tier2,Zomato,25,32835,82,40,339,37191,30962,13.5,94,1,4.7,85,28,26,Stable,No,No,61.9,Low
GW01363,29,Male,Tier1,Zomato,29,37559,49,18,1209,40553,29055,27.5,64,1,4.4,90,23,39,Increasing,No,No,67.3,Low
GW01364,18,Male,Tier1,Swiggy,26,35573,62,45,461,39394,30402,22.9,51,4,4.6,69,17,41,Stable,No,No,55.5,Medium
GW01365,28,Male,Tier3,Swiggy,17,15282,23,53,193,15379,13369,15,74,3,3.7,95,20,34,Decreasing,No,No,37,Medium
GW01366,26,Male,Tier2,Uber,30,38565,69,63,190,42413,37314,11.7,95,2,4.3,99,15,47,Decreasing,No,No,49.8,Medium
GW01367,26,Male,Tier3,Uber,30,19690,59,20,653,22200,21916,5.6,86,4,3.5,73,15,48,Stable,No,No,46.9,Medium
GW01368,21,Male,Tier1,Uber,4,34442,37,20,981,37953,36503,1.7,41,1,3.7,63,9,30,Stable,Yes,Yes,39.4,Medium
GW01369,30,Female,Tier3,Ola,19,31194,83,48,366,35653,26189,24.1,86,3,3.8,97,18,49,Decreasing,Yes,Yes,68.6,Low
GW01370,40,Male,Tier3,Swiggy,43,24325,70,50,339,26858,23338,10.4,94,2,3.9,92,26,38,Increasing,No,No,65.9,Low
GW01371,35,Male,Tier1,Zomato,19,31524,21,17,613,33017,28712,11.9,41,3,2.4,59,11,37,Decreasing,Yes,Yes,28.1,High
GW01372,33,Male,Tier2,Freelancer,34,36193,64,46,488,37573,30754,18.4,98,3,4.4,100,21,48,Increasing,Yes,Yes,80.7,Low
GW01373,20,Male,Tier3,Ola,10,13657,26,40,183,14946,13022,11.2,28,5,3,77,17,51,Decreasing,Yes,No,16.6,High
GW01374,30,Male,Tier1,Zomato,6,45794,81,57,292,46452,35781,25.7,97,2,4.3,88,30,57,Increasing,No,No,73,Low
GW01375,21,Male,Tier2,Urban Company,18,37351,71,55,413,39507,31516,21.8,84,3,4.3,77,28,46,Increasing,Yes,Yes,74.1,Low
GW01376,23,Male,Tier3,Ola,6,11815,46,19,275,12586,12290,0,32,1,3.9,52,12,43,Stable,Yes,No,15.4,High
GW01377,30,Male,Tier1,Zomato,30,37017,63,79,187,40358,33676,18.7,81,3,4.7,73,19,49,Increasing,No,No,56.2,Medium
GW01378,44,Male,Tier1,Urban Company,22,44850,37,15,1587,46416,42233,9.7,96,4,3.8,87,21,38,Stable,No,No,54.3,Medium
GW01379,33,Female,Tier1,Swiggy,45,41312,73,71,285,47060,38154,20.4,100,1,4.3,88,26,55,Increasing,No,No,74.1,Low
GW01380,32,Male,Tier3,Urban Company,8,26393,83,36,266,30122,29284,6.9,74,3,4.1,87,17,15,Stable,No,No,48.2,Medium
GW01381,39,Female,Tier2,Zomato,18,27032,74,73,219,29454,23422,18.4,92,2,4.9,98,18,50,Increasing,Yes,Yes,80.5,Low
GW01382,33,Male,Tier1,Zomato,8,46132,70,77,254,50782,44500,15.9,100,2,4.5,91,29,52,Stable,No,No,60.7,Low
GW01383,21,Male,Tier3,Ola,26,12202,49,34,178,12764,12607,3.2,57,5,2.6,36,26,40,Increasing,Yes,No,26.2,High
GW01384,31,Other,Tier2,Zomato,17,26442,68,90,122,27459,19888,25.4,91,3,4.6,91,27,48,Decreasing,Yes,Yes,67.6,Low
GW01385,29,Female,Tier1,Zomato,17,35415,67,61,276,36847,30337,20.9,47,1,3.9,86,23,37,Increasing,Yes,No,54.8,Medium
GW01386,33,Male,Tier2,Freelancer,30,39159,73,34,460,41545,35681,13.6,90,1,4.7,81,25,37,Decreasing,Yes,Yes,60.6,Low
GW01387,32,Male,Tier2,Zomato,26,26738,65,39,337,30464,25521,13.7,69,3,3.7,74,20,61,Decreasing,Yes,No,32.2,High
GW01388,19,Male,Tier3,Urban Company,23,24553,71,81,110,25689,23083,8,100,1,4.3,79,21,44,Increasing,No,No,59.4,Low
GW01389,20,Male,Tier3,Uber,7,16899,20,44,158,17629,16570,8.1,24,1,2.4,61,9,30,Stable,No,No,20,High
GW01390,30,Male,Tier1,Freelancer,22,49565,79,74,258,51987,36591,32.6,80,3,4,88,27,61,Decreasing,No,No,64.1,Low
GW01391,33,Female,Tier1,Swiggy,50,35414,70,45,349,36659,32843,8,91,3,3.9,69,21,55,Stable,Yes,Yes,57.3,Medium
GW01392,40,Female,Tier2,Uber,37,38484,75,48,506,42685,31169,29.9,79,2,4,82,28,28,Stable,No,No,70.9,Low
GW01393,26,Male,Tier3,Swiggy,37,24739,71,26,473,26235,17212,31.4,74,3,4.7,80,20,25,Stable,No,No,74.5,Low
GW01394,27,Female,Tier1,Ola,2,38488,58,38,475,41190,31041,21.7,79,1,4.3,55,17,33,Stable,Yes,Yes,63.1,Low
GW01395,28,Female,Tier2,Swiggy,42,23932,59,58,218,26499,14896,43,94,2,5,82,22,48,Increasing,No,No,94.1,Low
GW01396,27,Male,Tier1,Swiggy,2,26625,31,6,2723,29222,27326,7.3,22,1,3.4,49,6,22,Stable,Yes,Yes,32.4,High
GW01397,29,Male,Tier1,Zomato,38,43346,72,50,363,45976,37885,18.2,94,1,4.2,83,22,33,Stable,Yes,Yes,77.5,Low
GW01398,37,Male,Tier2,Zomato,32,28619,91,48,371,28718,21928,20,93,2,4.9,81,15,30,Increasing,No,No,74.5,Low
GW01399,24,Female,Tier3,Swiggy,26,22683,61,51,177,25720,19916,18.8,69,2,3.6,77,23,47,Stable,Yes,Yes,64.1,Low
GW01400,18,Female,Tier2,Ola,13,29387,60,60,313,29891,26722,12,98,4,4,53,12,44,Increasing,No,No,51,Medium
GW01401,20,Male,Tier1,Zomato,42,39230,63,82,303,44188,35994,18.1,87,2,4,97,27,33,Stable,Yes,Yes,68.9,Low
GW01402,28,Male,Tier1,Swiggy,28,37212,75,42,475,41391,36686,11.2,86,1,4.4,91,25,54,Increasing,Yes,Yes,63.6,Low
GW01403,29,Female,Tier1,Urban Company,10,57223,97,51,496,64383,47306,22.9,86,3,4.3,97,24,54,Stable,No,No,69.9,Low
GW01404,22,Female,Tier2,Ola,17,30023,45,34,411,34049,29598,17.2,67,2,3.9,66,18,41,Decreasing,No,No,47,Medium
GW01405,35,Male,Tier2,Urban Company,13,34768,33,29,749,35009,27408,22.4,45,3,3.6,67,18,41,Stable,Yes,Yes,50.3,Medium
GW01406,18,Male,Tier1,Urban Company,16,59656,77,43,461,63573,47999,27.5,97,1,3.9,89,25,55,Decreasing,No,No,65.4,Low
GW01407,18,Female,Tier3,Zomato,16,15773,36,9,1077,15909,15052,4.1,77,5,2.9,28,8,52,Stable,Yes,No,23.6,High
GW01408,18,Male,Tier1,Urban Company,7,36681,23,3,4319,38426,33981,12.1,49,4,2.1,71,18,43,Stable,Yes,Yes,32,High
GW01409,29,Male,Tier3,Zomato,32,20293,25,71,178,20721,17049,17.1,50,3,3.4,72,16,50,Stable,No,No,43.8,Medium
GW01410,18,Female,Tier3,Urban Company,33,22424,39,30,493,24369,22692,3.2,75,4,3.1,53,14,16,Stable,Yes,No,23.9,High
GW01411,33,Male,Tier3,Uber,55,25822,80,55,237,28207,21634,22.8,96,1,4.4,84,20,64,Increasing,No,No,78.6,Low
GW01412,40,Female,Tier2,Uber,59,33094,77,47,423,35916,27868,20.3,80,3,4.5,100,27,63,Increasing,No,No,78.2,Low
GW01413,28,Male,Tier1,Ola,23,49104,81,45,415,50750,39585,20.1,92,1,4.1,87,25,59,Stable,No,No,63.5,Low
GW01414,38,Male,Tier2,Freelancer,29,39288,100,55,434,40732,31238,25.2,96,2,4.5,83,22,49,Stable,Yes,Yes,76.9,Low
GW01415,31,Male,Tier1,Ola,29,37036,58,58,371,38746,32373,15.1,82,4,2.9,79,16,34,Decreasing,No,No,43.7,Medium
GW01416,22,Male,Tier2,Uber,5,22364,27,33,234,22886,23442,0,47,5,3.3,46,11,40,Decreasing,Yes,No,9.1,High
GW01417,19,Male,Tier3,Zomato,48,20642,86,58,178,21981,15991,30.6,84,1,4.4,85,19,44,Increasing,No,No,83,Low
GW01418,30,Male,Tier2,Freelancer,10,38742,82,72,326,42835,28452,32.4,92,2,4.5,90,20,51,Increasing,No,No,87.9,Low
GW01419,31,Male,Tier1,Zomato,39,39461,87,65,204,44217,36074,16.2,90,1,4.4,100,18,70,Increasing,Yes,Yes,83.4,Low
GW01420,25,Female,Tier3,Ola,15,18837,33,16,663,18902,17809,8.1,80,3,2.9,63,21,11,Stable,No,No,38.6,Medium
GW01421,32,Male,Tier2,Uber,49,33641,68,29,719,33869,22520,34,98,1,4.2,90,30,50,Increasing,No,No,81.9,Low
GW01422,18,Male,Tier1,Swiggy,12,37131,78,16,1019,40606,35578,14.9,64,3,4.3,85,14,28,Decreasing,No,No,51.2,Medium
GW01423,30,Male,Tier1,Ola,24,47646,93,60,359,50917,40030,18.6,86,1,3.7,88,25,50,Stable,Yes,Yes,76.3,Low
GW01424,21,Male,Tier1,Freelancer,28,51893,86,45,472,54570,46881,15.4,100,3,4.4,89,21,26,Stable,No,No,65.9,Low
GW01425,37,Male,Tier1,Urban Company,11,40369,23,3,5000,45092,42538,7.7,64,2,2.9,85,26,41,Decreasing,No,No,33.3,High
GW01426,18,Male,Tier3,Swiggy,8,13724,21,9,1041,14735,12648,10.9,55,5,2.8,62,22,35,Decreasing,No,No,21.7,High
GW01427,28,Female,Tier1,Urban Company,6,53516,77,57,545,58238,40086,28.7,99,3,4.9,91,20,41,Stable,No,No,69.2,Low
GW01428,18,Male,Tier1,Urban Company,2,37043,13,3,3964,38911,37657,7.3,64,1,4,68,14,27,Decreasing,Yes,Yes,38.2,Medium
GW01429,21,Male,Tier2,Freelancer,10,33202,73,33,675,34682,24196,28,59,2,4.1,61,15,43,Decreasing,Yes,Yes,57.7,Medium
GW01430,35,Male,Tier3,Freelancer,10,26522,21,14,655,30296,26633,13.7,23,5,4.1,63,23,26,Decreasing,Yes,No,24.4,High
GW01431,24,Male,Tier2,Ola,43,34789,75,40,582,38435,33661,12.8,83,1,4.1,99,22,46,Increasing,No,No,65.5,Low
GW01432,23,Male,Tier2,Zomato,27,23543,46,46,246,24709,23731,7,81,3,3.5,50,19,37,Decreasing,Yes,Yes,38.6,Medium
GW01433,35,Female,Tier1,Uber,33,51894,97,29,884,59670,41828,26.6,84,3,4.2,81,27,59,Stable,No,No,73,Low
GW01434,32,Male,Tier2,Ola,22,22609,30,64,182,22792,18931,12.7,76,2,3.1,72,10,44,Increasing,Yes,Yes,54.2,Medium
GW01435,50,Male,Tier3,Urban Company,30,26633,71,53,169,28350,19004,34.6,77,1,4.4,78,16,70,Stable,Yes,Yes,80.1,Low
GW01436,18,Male,Tier2,Uber,29,31332,78,40,443,35942,31109,16.6,90,2,4.2,87,18,43,Increasing,No,No,67.1,Low
GW01437,36,Female,Tier1,Freelancer,20,54587,62,31,989,61954,54429,13.3,82,3,4.5,92,28,34,Stable,Yes,Yes,59,Low
GW01438,26,Male,Tier1,Ola,33,39538,55,42,499,42228,36978,11.4,75,3,5,69,26,53,Stable,Yes,Yes,66.3,Low
GW01439,27,Male,Tier2,Swiggy,56,31307,76,61,336,34659,31701,8,69,3,4.2,87,24,29,Decreasing,Yes,Yes,54.4,Medium
GW01440,35,Male,Tier2,Zomato,22,26251,58,61,211,27708,21812,23.4,90,2,4,65,24,26,Stable,No,No,61.5,Low
GW01441,18,Female,Tier2,Freelancer,21,27889,13,24,678,29894,29940,0,66,1,3.3,74,15,18,Decreasing,No,No,19.4,High
GW01442,43,Male,Tier1,Swiggy,34,41819,57,40,455,45869,29157,37.6,99,2,3.7,92,30,35,Decreasing,Yes,Yes,75.1,Low
GW01443,25,Male,Tier1,Swiggy,47,38868,46,40,650,41047,41086,4.2,66,3,4.2,56,28,43,Increasing,No,No,39.6,Medium
GW01444,32,Female,Tier2,Ola,53,28164,78,46,411,31437,18989,38.2,100,3,4.2,80,23,42,Increasing,No,No,90.7,Low
GW01445,18,Male,Tier3,Freelancer,10,11063,51,11,495,11640,10868,3.3,47,1,2.2,35,8,12,Increasing,Yes,No,24.4,High
GW01446,21,Male,Tier1,Uber,21,48422,73,76,378,49914,37195,28,89,2,3.9,72,22,43,Decreasing,No,No,60.7,Low
GW01447,42,Male,Tier2,Freelancer,33,31506,65,24,516,32707,31713,4.9,63,3,4.4,75,20,30,Stable,Yes,Yes,51.9,Medium
GW01448,30,Male,Tier2,Zomato,1,25151,9,13,1078,28560,28284,0.8,42,2,4.5,51,16,17,Increasing,No,No,29.4,High
GW01449,20,Male,Tier2,Swiggy,12,23127,25,10,772,25743,24675,4.8,34,5,3.3,56,9,38,Decreasing,Yes,Yes,29,High
GW01450,37,Male,Tier3,Ola,11,21566,42,22,632,24473,21908,14,72,4,3.7,75,21,47,Stable,No,No,47.9,Medium
GW01451,32,Female,Tier2,Freelancer,18,37539,55,45,491,42776,34622,22.6,85,2,4.3,96,19,52,Stable,No,No,59.8,Low
GW01452,25,Male,Tier3,Uber,16,21827,53,42,354,21865,18488,11.1,73,2,3.8,77,26,45,Decreasing,No,No,41,Medium
GW01453,25,Male,Tier3,Zomato,10,13210,25,35,230,13591,12297,11.5,47,3,3.1,46,22,32,Decreasing,Yes,No,15.3,High
GW01454,21,Female,Tier3,Ola,14,19978,61,53,140,21151,20094,9.3,51,3,3.5,75,14,33,Decreasing,No,No,28,High
GW01455,33,Male,Tier1,Freelancer,29,53621,69,57,458,55301,37981,29.1,88,2,4.2,83,24,53,Stable,Yes,Yes,79.2,Low
GW01456,24,Male,Tier2,Swiggy,11,20777,29,3,3580,20946,18571,8.4,78,2,2.5,69,26,10,Stable,Yes,No,24.5,High
GW01457,25,Male,Tier3,Zomato,9,17247,37,11,989,19648,16812,11.1,51,4,3.9,60,26,36,Stable,Yes,Yes,42.3,Medium
GW01458,18,Male,Tier1,Uber,15,41502,57,30,719,47036,42152,9.7,76,3,4,68,15,51,Decreasing,No,No,38.3,Medium
GW01459,23,Female,Tier1,Zomato,52,43358,69,55,386,44595,32595,28.9,89,2,4.5,100,30,42,Stable,No,No,78.6,Low
GW01460,27,Male,Tier2,Swiggy,29,23472,67,45,305,25201,22647,10.5,60,3,4.1,68,13,33,Stable,Yes,Yes,52.1,Medium
GW01461,35,Male,Tier1,Zomato,67,40657,71,49,462,46620,33417,27.5,93,2,4.1,93,25,47,Decreasing,Yes,Yes,68,Low
GW01462,28,Female,Tier2,Swiggy,18,21189,85,31,409,23066,20493,11.8,59,4,4.3,76,14,28,Stable,No,No,48.9,Medium
GW01463,26,Male,Tier2,Swiggy,55,24143,73,18,657,26101,18821,26.8,89,1,4,92,21,44,Stable,Yes,Yes,75.9,Low
GW01464,36,Male,Tier1,Zomato,18,37798,55,20,1113,40204,38383,4.6,67,1,4.2,70,18,15,Increasing,Yes,No,39.6,Medium
GW01465,24,Male,Tier2,Zomato,7,18931,58,15,868,19291,18081,6,48,4,2.1,59,5,37,Decreasing,No,No,23.4,High
GW01466,40,Male,Tier2,Freelancer,21,35347,66,33,399,35953,20596,45,94,3,4.2,90,24,51,Increasing,No,No,93.7,Low
GW01467,23,Male,Tier1,Zomato,1,29333,15,19,495,33185,32796,1.5,60,3,4.5,66,12,40,Decreasing,Yes,No,15.9,High
GW01468,39,Male,Tier2,Ola,45,30835,66,50,325,31954,29865,8,96,1,3.7,90,24,41,Stable,Yes,Yes,58.2,Low
GW01469,24,Male,Tier3,Freelancer,9,18512,42,33,203,19265,18721,0.8,57,5,2.2,34,13,37,Stable,Yes,No,13.9,High
GW01470,29,Male,Tier1,Zomato,10,31123,53,30,379,31758,25588,18.3,77,1,4.6,75,15,45,Decreasing,No,No,44.8,Medium
GW01471,19,Male,Tier2,Zomato,17,26947,57,37,414,28533,24931,16.6,79,2,3.5,67,21,55,Stable,Yes,Yes,53.3,Medium
GW01472,23,Male,Tier1,Ola,5,38764,68,23,790,42407,39097,8.8,78,2,3.6,63,17,20,Stable,Yes,Yes,47.9,Medium
GW01473,19,Male,Tier2,Swiggy,10,21499,39,40,168,23242,22776,0,65,1,3.8,74,15,10,Decreasing,Yes,No,15.9,High
GW01474,36,Male,Tier1,Uber,44,44916,81,66,357,45146,30462,29.5,91,1,4.1,90,19,44,Stable,Yes,Yes,80.9,Low
GW01475,29,Male,Tier3,Freelancer,27,28821,79,34,337,30849,22948,26.4,74,1,4.4,81,20,70,Increasing,No,No,73,Low
GW01476,29,Male,Tier1,Zomato,17,30633,48,35,414,32556,27455,12,66,3,4.2,63,14,58,Increasing,No,No,50.4,Medium
GW01477,22,Male,Tier2,Ola,15,28823,39,22,413,29957,28856,0.3,70,3,3.8,54,17,48,Increasing,No,No,42,Medium
GW01478,28,Male,Tier3,Urban Company,8,24644,48,42,190,27043,24882,5.3,40,2,4,73,11,31,Increasing,Yes,Yes,46.8,Medium
GW01479,36,Male,Tier2,Zomato,2,30122,25,66,171,34368,30182,13.4,98,2,4.3,75,19,35,Stable,Yes,Yes,55.2,Medium
GW01480,23,Male,Tier1,Zomato,44,41201,65,37,654,45530,30300,32.8,92,1,4.8,79,21,51,Stable,Yes,Yes,81.2,Low
GW01481,34,Male,Tier2,Uber,21,18850,29,19,611,19358,18141,8.4,24,4,2.6,59,21,41,Decreasing,No,No,16.1,High
GW01482,31,Female,Tier3,Urban Company,6,26605,85,89,130,29205,24784,12.7,86,3,4.4,100,26,42,Stable,Yes,Yes,65.9,Low
GW01483,20,Female,Tier3,Swiggy,31,17868,58,45,139,18273,17457,8,67,4,4.3,68,23,38,Stable,Yes,Yes,50.4,Medium
GW01484,36,Male,Tier3,Swiggy,58,21250,51,43,333,22992,17864,20,79,2,4.2,98,17,46,Increasing,Yes,Yes,76.6,Low
GW01485,38,Male,Tier1,Zomato,33,47584,96,56,522,54447,44950,13.4,100,2,4,93,20,57,Increasing,Yes,Yes,72.3,Low
GW01486,31,Male,Tier3,Swiggy,30,19032,78,70,99,21805,16339,24.7,88,3,4.1,97,25,51,Stable,Yes,Yes,72.6,Low
GW01487,26,Female,Tier2,Zomato,24,28185,69,77,143,31918,22393,27.1,80,3,3.9,75,22,55,Increasing,No,No,74.4,Low
GW01488,18,Female,Tier2,Swiggy,14,27139,55,28,304,28634,24129,15.1,67,2,3.5,79,18,36,Increasing,Yes,Yes,57.1,Medium
GW01489,27,Male,Tier1,Uber,27,41440,76,57,480,45822,38764,19.2,100,1,4.1,84,16,51,Stable,No,No,60.2,Low
GW01490,27,Female,Tier1,Urban Company,43,54478,87,48,764,55865,39649,31.1,98,2,4.4,88,29,39,Increasing,No,No,82.1,Low
GW01491,32,Male,Tier2,Freelancer,29,39425,56,47,279,44926,33966,24.1,73,3,4.4,92,21,29,Increasing,No,No,68.4,Low
GW01492,29,Male,Tier2,Freelancer,38,40300,70,45,321,43051,31881,27.6,100,1,4.2,78,25,58,Stable,Yes,Yes,80.5,Low
GW01493,36,Female,Tier1,Swiggy,54,43046,94,30,548,46717,29258,36.9,78,1,3.4,87,29,48,Increasing,No,No,82.3,Low
GW01494,27,Male,Tier1,Zomato,21,47963,84,70,255,50732,34415,28.6,88,2,3.9,81,23,51,Increasing,No,No,77.8,Low
GW01495,18,Female,Tier1,Ola,23,35845,47,37,655,38073,35805,8.7,68,4,4.3,69,22,41,Increasing,No,No,49.1,Medium
GW01496,25,Male,Tier1,Uber,19,36566,73,8,1848,38620,37850,4.5,75,3,3.5,73,25,37,Stable,No,No,44.6,Medium
GW01497,40,Male,Tier3,Uber,27,21628,51,31,313,23172,23656,2,69,4,4.1,77,17,31,Stable,No,No,42,Medium
GW01498,31,Male,Tier2,Zomato,32,30679,69,47,213,34633,30636,8,85,3,4.3,92,18,44,Decreasing,No,No,52.1,Medium
GW01499,27,Male,Tier1,Uber,56,47253,68,34,766,53242,44749,18.5,100,1,4.1,83,22,49,Increasing,No,No,71,Low
GW01500,22,Male,Tier2,Zomato,3,15784,48,26,246,16582,16223,5.1,41,3,3,44,18,37,Decreasing,Yes,No,16,High
GW01501,27,Male,Tier2,Uber,2,34043,42,35,387,34625,29166,14.6,71,1,3.7,66,17,35,Decreasing,No,No,35.4,High
GW01502,28,Male,Tier1,Zomato,28,43354,78,48,623,46278,37989,17.1,88,3,4.1,98,24,29,Increasing,No,No,68.1,Low
GW01503,37,Male,Tier2,Freelancer,55,34253,76,49,220,34280,31286,8,100,2,4.5,91,27,41,Increasing,No,No,66.1,Low
GW01504,30,Female,Tier2,Zomato,6,31833,100,43,277,35405,23585,32.4,98,1,3.9,86,17,48,Increasing,Yes,Yes,88.7,Low
GW01505,22,Male,Tier2,Urban Company,30,35689,73,39,462,35703,30091,16.4,79,3,4.4,92,17,42,Increasing,No,No,68.8,Low
GW01506,44,Male,Tier2,Freelancer,9,41787,89,33,664,43080,31839,26.2,100,1,4.1,88,27,36,Stable,Yes,Yes,82.1,Low
GW01507,25,Male,Tier1,Freelancer,12,41553,51,54,450,42490,37032,13.5,66,2,4,74,10,43,Stable,No,No,44.4,Medium
GW01508,26,Male,Tier2,Urban Company,30,35518,83,40,340,40171,39479,2.7,74,4,3.7,63,19,28,Stable,Yes,Yes,51.1,Medium
GW01509,31,Male,Tier1,Zomato,26,31337,55,22,651,36035,25786,29.8,63,3,3.9,66,16,15,Increasing,Yes,Yes,74.8,Low
GW01510,21,Male,Tier2,Ola,25,24577,57,42,242,25116,22632,8,54,2,3.9,59,16,32,Stable,Yes,Yes,50,Medium
